2025-09-16 04:25:09,405 | INFO | Logging to Result_17\scheduler_run.log
2025-09-16 04:25:09,406 | INFO | ===== SCHEDULER RUN 20250916_042509 =====
2025-09-16 04:25:09,407 | INFO | Args.case=C:\Users\sapper\AppData\Local\Temp\tmpbibsp0vr.json
2025-09-16 04:25:09,410 | INFO | Loaded case with 31 days, 22 shifts, 7 providers
2025-09-16 04:25:09,415 | INFO | Run config: out=Result_17 k=2 seed=1 time=1500 L=1
2025-09-16 04:25:09,424 | INFO | Wrote: Result_17\constants_effective.log
2025-09-16 04:25:09,429 | INFO | Wrote capacity snapshot: Result_17\eligibility_capacity.json
2025-09-16 04:25:09,431 | INFO | Instance: |days|=31 |shifts|=22 |providers|=7 |types|=10
2025-09-16 04:25:09,433 | INFO | Weekend names: ['Saturday', 'Sunday']
2025-09-16 04:25:09,434 | INFO | Weekend indices: [3, 4, 10, 11, 17, 18, 24, 25]
2025-09-16 04:25:09,435 | INFO | Shift[0] keys: ['id', 'date', 'type', 'start', 'end', 'allowed_provider_types']
2025-09-16 04:25:09,436 | INFO | Provider[0] keys: ['id', 'name', 'type', 'max_consecutive_days', 'limits', 'forbidden_days_soft', 'forbidden_days_hard', 'preferred_days_hard', 'preferred_days_soft']
2025-09-16 04:25:09,441 | INFO | Provider types: ['MD_N', 'MD_S2']
2025-09-16 04:25:09,452 | INFO | max_consecutive_days per provider (0 means no cap): [12, 3, 2, 2, 4, 3, 3]
2025-09-16 04:25:09,749 | INFO | 0
2025-09-16 04:25:09,757 | INFO | 1
2025-09-16 04:25:09,765 | INFO | 2
2025-09-16 04:25:09,767 | INFO | 3
2025-09-16 04:25:09,771 | INFO | 4
2025-09-16 04:25:09,772 | INFO | 5
2025-09-16 04:25:09,781 | INFO | 6
2025-09-16 04:25:09,787 | INFO | Phase-1 solve: time=120.0s workers=8
2025-09-16 04:25:09,802 | INFO | [phase1] 
2025-09-16 04:25:09,803 | INFO | [phase1] Starting CP-SAT solver v9.14.6206
2025-09-16 04:25:09,804 | INFO | [phase1] Parameters: max_time_in_seconds: 120 log_search_progress: true num_search_workers: 8 log_to_stdout: false
2025-09-16 04:25:09,822 | INFO | [phase1] 
2025-09-16 04:25:09,839 | INFO | [phase1] Initial optimization model '': (model_fingerprint: 0x910604613e2ad2ca)
#Variables: 1'543 (#ints: 1 in objective) (754 primary variables)
  - 610 Booleans in [0,1]
  - 7 in [-31,31]
  - 7 in [0,22]
  - 448 in [0,31]
  - 217 in [0,961]
  - 28 in [0,1000]
  - 224 in [0,29791]
  - 1 in [0,1000000000000000000]
  - 1 constants in {0} 
#kAtMostOne: 147 (#literals: 294)
#kIntProd: 434
#kLinMax: 14 (#expressions: 231)
#kLinear1: 965 (#enforced: 651 #multi: 210)
#kLinear2: 1'043 (#enforced: 427 #multi: 210)
#kLinear3: 238
#kLinearN: 66 (#terms: 889)
2025-09-16 04:25:09,840 | INFO | [phase1] 
2025-09-16 04:25:09,841 | INFO | [phase1] Starting presolve at 0.04s
2025-09-16 04:25:09,884 | INFO | [phase1]   7.08e-04s  0.00e+00d  [DetectDominanceRelations]
2025-09-16 04:25:09,885 | INFO | [phase1]   2.26e-02s  0.00e+00d  [operations_research::sat::CpModelPresolver::PresolveToFixPoint] #num_loops=2 #num_dual_strengthening=1
2025-09-16 04:25:09,886 | INFO | [phase1]   1.11e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::ExtractEncodingFromLinear]
2025-09-16 04:25:09,888 | INFO | [phase1]   9.07e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateColumns]
2025-09-16 04:25:09,896 | INFO | [phase1]   1.03e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraints]
2025-09-16 04:25:09,900 | INFO | [phase1] [Symmetry] Graph for symmetry has 1'543 nodes and 0 arcs.
2025-09-16 04:25:09,902 | INFO | [phase1] [Symmetry] Symmetry computation done. time: 0.0004236 dtime: 9.258e-05
2025-09-16 04:25:09,906 | INFO | [phase1]   1.63e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraintsWithDifferentEnforcements]
2025-09-16 04:25:09,912 | INFO | [phase1]   8.58e-03s  0.00e+00d  [operations_research::sat::CpModelPresolver::Probe]
2025-09-16 04:25:09,915 | INFO | [phase1]   7.96e-05s  0.00e+00d  [MaxClique]
2025-09-16 04:25:09,916 | INFO | [phase1]   2.39e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::PresolveToFixPoint]
2025-09-16 04:25:09,918 | INFO | [phase1]   1.34e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::ProcessAtMostOneAndLinear]
2025-09-16 04:25:09,922 | INFO | [phase1]   9.36e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraints]
2025-09-16 04:25:09,923 | INFO | [phase1]   8.95e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraintsWithDifferentEnforcements]
2025-09-16 04:25:09,931 | INFO | [phase1]   7.04e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDominatedLinearConstraints]
2025-09-16 04:25:09,932 | INFO | [phase1]   2.20e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDifferentVariables]
2025-09-16 04:25:09,936 | INFO | [phase1]   8.96e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::ProcessSetPPC]
2025-09-16 04:25:09,938 | INFO | [phase1]   1.71e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::FindAlmostIdenticalLinearConstraints]
2025-09-16 04:25:09,947 | INFO | [phase1]   2.12e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::FindBigAtMostOneAndLinearOverlap]
2025-09-16 04:25:09,949 | INFO | [phase1]   9.29e-05s  2.80e-07d  [operations_research::sat::CpModelPresolver::FindBigVerticalLinearOverlap]
2025-09-16 04:25:09,953 | INFO | [phase1]   1.72e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::FindBigHorizontalLinearOverlap]
2025-09-16 04:25:09,954 | INFO | [phase1]   1.71e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::MergeClauses]
2025-09-16 04:25:09,964 | INFO | [phase1]   6.02e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::PresolveToFixPoint]
2025-09-16 04:25:09,968 | INFO | [phase1]   2.82e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::PresolveToFixPoint]
2025-09-16 04:25:09,972 | INFO | [phase1]   2.22e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateColumns]
2025-09-16 04:25:09,974 | INFO | [phase1]   3.65e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraints]
2025-09-16 04:25:09,983 | INFO | [phase1] [Symmetry] Graph for symmetry has 1'543 nodes and 0 arcs.
2025-09-16 04:25:09,984 | INFO | [phase1] [Symmetry] Symmetry computation done. time: 0.0003384 dtime: 9.258e-05
2025-09-16 04:25:09,988 | INFO | [phase1]   6.42e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraintsWithDifferentEnforcements]
2025-09-16 04:25:09,993 | INFO | [phase1]   7.58e-03s  0.00e+00d  [operations_research::sat::CpModelPresolver::Probe]
2025-09-16 04:25:09,995 | INFO | [phase1]   8.29e-05s  0.00e+00d  [MaxClique]
2025-09-16 04:25:09,996 | INFO | [phase1]   1.24e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::PresolveToFixPoint]
2025-09-16 04:25:09,997 | INFO | [phase1]   6.56e-05s  0.00e+00d  [operations_research::sat::CpModelPresolver::ProcessAtMostOneAndLinear]
2025-09-16 04:25:10,000 | INFO | [phase1]   1.51e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraints]
2025-09-16 04:25:10,001 | INFO | [phase1]   1.48e-04s  0.00e+00d  [operations_research::sat::CpModelPresolver::DetectDuplicateConstraintsWithDifferentEnforcements]
